Description_ngram;Count;PerMille;Associated_Comments
en couronnement;1;0.02;
1 partie;1;0.02;
pierre manquante;1;0.02;
formations impos;1;0.02;
impos es;1;0.02;
jusqu 3;1;0.02;
3 5;1;0.02;
an belag;1;0.02;
kleine querrisse;1;0.02;
der konsolen;1;0.02;
konsolen auf;1;0.02;
feine querrisse;1;0.02;
spurrinne im;1;0.02;
bereich fb;1;0.02;
une tige;1;0.02;
tige croire;1;0.02;
croire lors;1;0.02;
lors mise;1;0.02;
clatements pr;1;0.02;
encrassements divers;1;0.02;
de terre;1;0.02;
terre et;1;0.02;
de branches;1;0.02;
branches depuis;1;0.02;
le talus;1;0.02;
humidit efflorescence;1;0.02;
section en;1;0.02;
e joint;1;0.02;
bidirectionnel sur;1;0.02;
pont actuellement;1;0.02;
surface pas;1;0.02;
pas volution;1;0.02;
steinquader bei;1;0.02;
bei anfang;1;0.02;
anfang mauer;1;0.02;
teilweise ger;1;0.02;
ger stet;1;0.02;
nder ist;1;0.02;
ndig geschlossen;1;0.02;
frost abl;1;0.02;
obersten m;1;0.02;
m rtelschicht;1;0.02;
e cette;1;0.02;
cette est;1;0.02;
kleine schlagl;1;0.02;
fissures entre;1;0.02;
pierres du;1;0.02;
du perr;1;0.02;
humidit dues;1;0.02;
la fuite;1;0.02;
bereich fahrban;1;0.02;
fahrban bergang;1;0.02;
cm von;1;0.02;
der widerlagerfront;1;0.02;
widerlagerfront rissl;1;0.02;
die abplatzung;1;0.02;
wurde eingegossen;1;0.02;
zwischen randstein;1;0.02;
randstein und;1;0.02;
nassstelle deutliche;1;0.02;
deutliche wassersinterungen;1;0.02;
ancrage de;1;0.02;
teilweise gr;1;0.02;
gr ben;1;0.02;
ben absenkungen;1;0.02;
absenkungen hebungen;1;0.02;
hebungen hinter;1;0.02;
ber mauerkrone;1;0.02;
lagerteile teilweise;1;0.02;
konsole an;1;0.02;
chliche frostabplatzungen;1;0.02;
der nassstelle;1;0.02;
berdeckung l;1;0.02;
senkung im;1;0.02;
der fahrspurrinne;1;0.02;
fahrspurrinne und;1;0.02;
und hebung;1;0.02;
hebung daneben;1;0.02;
daneben durch;1;0.02;
durch materialverschiebung;1;0.02;
materialverschiebung einsenkung;1;0.02;
einsenkung 2;1;0.02;
ber fahrbahnbelag;1;0.02;
fahrbahnbelag hebungen;1;0.02;
hebungen daneben;1;0.02;
daneben bis;1;0.02;
chenschutzes der;1;0.02;
auf oberfl;1;0.02;
che aufsicht;1;0.02;
infolge besch;1;0.02;
es ainsi;1;0.02;
que cofratol;1;0.02;
cofratol visible;1;0.02;
visible longueur;1;0.02;
longueur 1;1;0.02;
et largeur;1;0.02;
largeur 30;1;0.02;
calcaire provenant;1;0.02;
anprall teilweise;1;0.02;
teilweise wahrscheinlich;1;0.02;
auch auf;1;0.02;
auf unterhaltsarbeiten;1;0.02;
unterhaltsarbeiten zur;1;0.02;
leitschranken teilweise;1;0.02;
versintert in;1;0.02;
entretoise martigny;1;0.02;
martigny ouverture;1;0.02;
long interface;1;0.02;
interface sion;1;0.02;
martigny ouv;1;0.02;
verticale ouv;1;0.02;
longueur max;1;0.02;
max 200cm;1;0.02;
lokale verformung;1;0.02;
verformung am;1;0.02;
am letblech;1;0.02;
gummimasse des;1;0.02;
lagers raus;1;0.02;
raus gedr;1;0.02;
abgeplatzte flickstelle;1;0.02;
seiten des;1;0.02;
rostspuren auf;1;0.02;
bis 50;1;0.02;
lang auf;1;0.02;
im lteren;1;0.02;
lteren widerlager;1;0.02;
unterhalb wiederlager;1;0.02;
wiederlager gondo;1;0.02;
der vorderseite;1;0.02;
vorderseite vom;1;0.02;
widerlager verm;1;0.02;
rtelung ber;1;0.02;
seite des;1;0.02;
des wiederlagers;1;0.02;
griffure de;1;0.02;
peinture anticorrosion;1;0.02;
de tassement;1;0.02;
de 5;1;0.02;
d clatements;1;0.02;
clatements probablement;1;0.02;
probablement dus;1;0.02;
wiederlagers abgerissen;1;0.02;
aux gonflements;1;0.02;
gonflements des;1;0.02;
et sans;1;0.02;
abgerissen klingt;1;0.02;
verticales;1;0.02;non sup(22)|fissures de(14)|0 3mm(12)|de largeur(11)|largeur non(11)|sup 0(11)|3mm et(11)|et de(11)|de longueur(11)|longueur non(11)|sup 100cm(7)|migr dans(6)|dans entretoise(6)|de retrait(4)|sup 300cm(3)|entretoise pile(3)|pile martigny(2)|entretoise cul(2)|cul e(2)|ponctuellement sup(2)|sup 200cm(1)|entretoise mi(1)|mi trav(1)|trav e(1)|e martigny(1)|e sion(1)|pile sion(1)|suspicion de(1)|de rag(1)|fissure de(1)|fissures ponctuellement(1)|sup rieures(1)|rieures 0(1)|3mm max(1)|max 0(1)|0 7mm(1)|ouverture ponctuellement(1)|sup rieure(1)|rieure 0(1)|0 3(1)|3 mm(1)
re inf;1;0.02;
corrosion avanc;1;0.02;
klingt nach;1;0.02;
nach hohlstellen;1;0.02;
hohlstellen beim;1;0.02;
es apparente;1;0.02;
beim abklopfen;1;0.02;
belag neben;1;0.02;
neben den;1;0.02;
3mm fissures;1;0.02;
den fahrbahn;1;0.02;
fahrbahn berg;1;0.02;
berg ngen;1;0.02;
aux venues;1;0.02;
eau se;1;0.02;
se concentrant;1;0.02;
concentrant dans;1;0.02;
angle c;1;0.02;
ngen rissbreite;1;0.02;
bis 100;1;0.02;
verschiebung des;1;0.02;
des einen;1;0.02;
einen mauerteils;1;0.02;
mauerteils um;1;0.02;
corrosion au;1;0.02;
la soudure;1;0.02;
dans joint;1;0.02;
combiflex ou;1;0.02;
ou raccords;1;0.02;
raccords non;1;0.02;
biaise de;1;0.02;
choc li;1;0.02;
un accident;1;0.02;
longueur 30cm;1;0.02;
raccord goutte;1;0.02;
substance s;1;0.02;
s paration;1;0.02;
paration des;1;0.02;
des piliers;1;0.02;
piliers en;1;0.02;
ments ind;1;0.02;
ind pendants;1;0.02;
30cm environ;1;0.02;
endroit les;1;0.02;
deux couches;1;0.02;
couches de;1;0.02;
leitschranken in;1;0.02;
peinture se;1;0.02;
d taches;1;0.02;
galement les;1;0.02;
les retouches;1;0.02;
retouches de;1;0.02;
choc avec;1;0.02;
les pentes;1;0.02;
pentes d;1;0.02;
eaux me;1;0.02;
me fonctionnent;1;0.02;
fonctionnent pas;1;0.02;
pas 100;1;0.02;
100 de;1;0.02;
eau stagne;1;0.02;
stagne sur;1;0.02;
en relation;1;0.02;
relation avec;1;0.02;
la bandes;1;0.02;
bandes combiflex;1;0.02;
face abrit;1;0.02;
abrit e;1;0.02;
non fissur;1;0.02;
lokal bei;1;0.02;
diverse kalkausscheidungen;1;0.02;
leichte koklbildung;1;0.02;
entw sserungsschlitzen;1;0.02;
fissures rag;1;0.02;
rag en;1;0.02;
particulier sur;1;0.02;
sup depuis;1;0.02;
teilweise komplette;1;0.02;
komplette mauer;1;0.02;
einzelne steine;1;0.02;
fixations de;1;0.02;
manque cadenas;1;0.02;
infolge wahrscheinlich;1;0.02;
wahrscheinlich bewehrungskorrosion;1;0.02;
cm einzelner;1;0.02;
im horchen;1;0.02;
horchen mauerteil;1;0.02;
tement s;1;0.02;
s enl;1;0.02;
enl ve;1;0.02;
ve et;1;0.02;
rouilles sont;1;0.02;
photos a;1;0.02;
a ajouter;1;0.02;
et depuis;1;0.02;
tement abrasion;1;0.02;
du mat;1;0.02;
einzelner betonsteinelemente;1;0.02;
de zones;1;0.02;
humides d;1;0.02;
inspection mais;1;0.02;
fissure radiale;1;0.02;
protection anticorrosion;1;0.02;
anticorrosion d;1;0.02;
defekter und;1;0.02;
und gef;1;0.02;
gef hrlicher;1;0.02;
hrlicher handlauf;1;0.02;
deux petites;1;0.02;
petites zones;1;0.02;
zones humide;1;0.02;
humide au;1;0.02;
milieu et;1;0.02;
ouest de;1;0.02;
grande t;1;0.02;
betonsteinelemente der;1;0.02;
b schungspfl;1;0.02;
petit choc;1;0.02;
choc c;1;0.02;
t chateauneuf;1;0.02;
moyenne fisure;1;0.02;
fisure dans;1;0.02;
transversal de;1;0.02;
l impact;1;0.02;
impact a;1;0.02;
schungspfl sterung;1;0.02;
parer mais;1;0.02;
mais la;1;0.02;
sterung beim;1;0.02;
beim wl;1;0.02;
murs espac;1;0.02;
grands graffittis;1;0.02;
graffittis sur;1;0.02;
la globalit;1;0.02;
globalit du;1;0.02;
graffiti sur;1;0.02;
mur proche;1;0.02;
e chateauneuf;1;0.02;
wl kastelberg;1;0.02;
kastelberg bzw;1;0.02;
bzw st;1;0.02;
tzmauer sidegga;1;0.02;
graffitti dans;1;0.02;
sidegga 2;1;0.02;
bas gauche;1;0.02;
gros graffitti;1;0.02;
graffitti en;1;0.02;
en plein;1;0.02;
plein milieu;1;0.02;
graffitti sur;1;0.02;
ster bzw;1;0.02;
protection dans;1;0.02;
bzw ausgebrochener;1;0.02;
verticales r;1;0.02;
horizontales ponctuelles;1;0.02;
petite t;1;0.02;
humide entre;1;0.02;
deux tape;1;0.02;
clat proche;1;0.02;
e r;1;0.02;
par clat;1;0.02;
clat dans;1;0.02;
mind 1;1;0.02;
cm erh;1;0.02;
erh hung;1;0.02;
hung der;1;0.02;
der verdrehung;1;0.02;
verdrehung im;1;0.02;
5mm an;1;0.02;
an stirnseite;1;0.02;
stirnseite ber;1;0.02;
ber 7mm;1;0.02;
ausgebrochener bergang;1;0.02;
nassstllen infolge;1;0.02;
undichtigkeiten der;1;0.02;
der belagsentw;1;0.02;
geringf rmig;1;0.02;
an einbetonierten;1;0.02;
einbetonierten posten;1;0.02;
steinquader f;1;0.02;
llsteine und;1;0.02;
steinreihen am;1;0.02;
an vier;1;0.02;
vier stellen;1;0.02;
den seitenw;1;0.02;
hrchen bereits;1;0.02;
nden vom;1;0.02;
vom rb;1;0.02;
rb die;1;0.02;
rissbreite ist;1;0.02;
ist 0;1;0.02;
nge ist;1;0.02;
ist bis;1;0.02;
bis 200;1;0.02;
lang es;1;0.02;
um fr;1;0.02;
fr here;1;0.02;
here arbeitsfugen;1;0.02;
arbeitsfugen riss;1;0.02;
uft von;1;0.02;
decke teilweise;1;0.02;
teilweise bilden;1;0.02;
bilden sich;1;0.02;
bereits anzeichen;1;0.02;
blasen bei;1;0.02;
innenbeschichtung die;1;0.02;
die positionen;1;0.02;
positionen der;1;0.02;
risse ist;1;0.02;
beiden seitenw;1;0.02;
nden gleich;1;0.02;
gleich die;1;0.02;
risse liegen;1;0.02;
liegen 35;1;0.02;
korrosion in;1;0.02;
ersten tauchwand;1;0.02;
tauchwand und;1;0.02;
und 35;1;0.02;
der trennwand;1;0.02;
trennwand zum;1;0.02;
zum rohrkeller;1;0.02;
wasser in;1;0.02;
vertiefung unter;1;0.02;
unter den;1;0.02;
den rohrleitungen;1;0.02;
lockere fixierung;1;0.02;
der steigleiter;1;0.02;
randbereich auf;1;0.02;
nassstelle unterhalb;1;0.02;
pile 11;1;0.02;
11 fissures;1;0.02;
ckenplatte beim;1;0.02;
beim wiederlager;1;0.02;
wiederlager wahrscheinlich;1;0.02;
t cul;1;0.02;
e sierre;1;0.02;
sierre et;1;0.02;
mehr verbundene;1;0.02;
verbundene rohrverbindungen;1;0.02;
1 fissures;1;0.02;
inf de;1;0.02;
me fissures;1;0.02;
sup 500cm;1;0.02;
500cm sans;1;0.02;
microfissures au;1;0.02;
fugenmasse auswaschen;1;0.02;
sup 600cm;1;0.02;
600cm sans;1;0.02;
r para;1;0.02;
auswaschen des;1;0.02;
des bitumen;1;0.02;
bitumen an;1;0.02;
caniques mineurs;1;0.02;
mineurs sans;1;0.02;
apparente tr;1;0.02;
la manipulation;1;0.02;
manipulation du;1;0.02;
cution de;1;0.02;
die rohranschl;1;0.02;
leichte rostspuren;1;0.02;
rostspuren unter;1;0.02;
schieber l;1;0.02;
sich gem;1;0.02;
ss reinigungsunternehmer;1;0.02;
reinigungsunternehmer nicht;1;0.02;
nicht ffnen;1;0.02;
sich lokal;1;0.02;
lokal ab;1;0.02;
blasen gebildet;1;0.02;
mehrere offene;1;0.02;
offene bohrl;1;0.02;
bohrl cher;1;0.02;
tanche remplacement;1;0.02;
remplacement local;1;0.02;
local d;1;0.02;
s que;1;0.02;
possible 03;1;0.02;
accident m;1;0.02;
rohranschl sse;1;0.02;
sse belagsentw;1;0.02;
verticale de;1;0.02;
me c;1;0.02;
sud fissures;1;0.02;
hrchen an;1;0.02;
die sammelleitung;1;0.02;
sammelleitung entw;1;0.02;
entw sserungsleitungen;1;0.02;
sserungsleitungen sind;1;0.02;
paisseur jusqu;1;0.02;
teilweise 2;1;0.02;
du hourdis;1;0.02;
hourdis sup;1;0.02;
rieur fissures;1;0.02;
100cm avec;1;0.02;
rupture transversale;1;0.02;
verticale 03;1;0.02;
0 35mm;1;0.02;
2 von;1;0.02;
von 6;1;0.02;
fissure sous;1;0.02;
appui d;1;0.02;
mais r;1;0.02;
r apparue;1;0.02;
den offenen;1;0.02;
offenen mauerwerksfugen;1;0.02;
bewuchs vereinzelt;1;0.02;
schadhafte fugen;1;0.02;
6 undicht;1;0.02;
steinreihen die;1;0.02;
starke bauchung;1;0.02;
bauchung und;1;0.02;
und verdrehung;1;0.02;
mitte des;1;0.02;
des bauwerkes;1;0.02;
und setzungen;1;0.02;
undicht dies;1;0.02;
dies verursacht;1;0.02;
der nebenstrasse;1;0.02;
nebenstrasse und;1;0.02;
und ber;1;0.02;
verursacht an;1;0.02;
vereinzelte verkippte;1;0.02;
verkippte verschobene;1;0.02;
verschobene steinpfosten;1;0.02;
steinpfosten bei;1;0.02;
bordure centrale;1;0.02;
centrale d;1;0.02;
le cautchouc;1;0.02;
cautchouc et;1;0.02;
les parties;1;0.02;
talliques du;1;0.02;
pi ces;1;0.02;
ces m;1;0.02;
talliques apparentes;1;0.02;
ckenplattenuntersicht fliessspuren;1;0.02;
probablement des;1;0.02;
des supports;1;0.02;
supports de;1;0.02;
de cofratols;1;0.02;
raccord manquant;1;0.02;
zone ragr;1;0.02;
infiltrations de;1;0.02;
et fissures;1;0.02;
fliessspuren anzeichen;1;0.02;
anzeichen korrosion;1;0.02;
vegetation auf;1;0.02;
westseite zwischen;1;0.02;
den betonsteinelementen;1;0.02;
clats orientation;1;0.02;
fissure 15;1;0.02;
15 de;1;0.02;
la verticale;1;0.02;
principalement horizontale;1;0.02;
de sagex;1;0.02;
sagex dans;1;0.02;
4mm qui;1;0.02;
se retourne;1;0.02;
retourne sur;1;0.02;
mm beaucoup;1;0.02;
moins visible;1;0.02;
que sur;1;0.02;
deux b;1;0.02;
b quilles;1;0.02;
quilles au;1;0.02;
surface trame;1;0.02;
0 45mm;1;0.02;
45mm pas;1;0.02;
s ouv;1;0.02;
inf 300cm;1;0.02;
45 ouv;1;0.02;
de 300cm;1;0.02;
eaux ne;1;0.02;
ne remplit;1;0.02;
remplit pas;1;0.02;
pas sa;1;0.02;
sa fonction;1;0.02;
fonction impact;1;0.02;
impact important;1;0.02;
important sur;1;0.02;
ment 201;1;0.02;
201 dalle;1;0.02;
roulement inf;1;0.02;
t reprofil;1;0.02;
reprofil e;1;0.02;
le tiers;1;0.02;
tiers inf;1;0.02;
rieur ouverture;1;0.02;
1m en;1;0.02;
affaisement du;1;0.02;
eine schraube;1;0.02;
schraube der;1;0.02;
der ankerkopfabdeckung;1;0.02;
ankerkopfabdeckung liegt;1;0.02;
am boden;1;0.02;
boden ankerkopf;1;0.02;
ankerkopf verdreht;1;0.02;
mauerkrone keine;1;0.02;
keine setzungen;1;0.02;
setzungen zu;1;0.02;
zu erkenne;1;0.02;
erkenne belag;1;0.02;
belag intakt;1;0.02;
in mittleren;1;0.02;
mittleren bis;1;0.02;
bis fortgeschrittenem;1;0.02;
zustand lokal;1;0.02;
mit kalksausscheidungen;1;0.02;
eine grosse;1;0.02;
an auflager;1;0.02;
auflager und;1;0.02;
und ankerplatten;1;0.02;
ankerplatten sowie;1;0.02;
sowie schutzhauben;1;0.02;
re us;1;0.02;
pour chaque;1;0.02;
chaque b;1;0.02;
unterseite mauerkrone;1;0.02;
oberseite und;1;0.02;
nur ankerkopfplatte;1;0.02;
ankerkopfplatte sichtbar;1;0.02;
sichtbar m;1;0.02;
glicherweise auch;1;0.02;
auch korrosion;1;0.02;
am ankerkopf;1;0.02;
avec soul;1;0.02;
vement ponctuel;1;0.02;
de dallettes;1;0.02;
an scheibenst;1;0.02;
scheibenst tze;1;0.02;
und unter;1;0.02;
mit leichtem;1;0.02;
leichtem querschnittsverlust;1;0.02;
vermoosung;1;0.02;
petite ampleur;1;0.02;
tement affaiss;1;0.02;
affaiss conduite;1;0.02;
conduite enterr;1;0.02;
enterr e;1;0.02;
e visible;1;0.02;
encrassement important;1;0.02;
important notamment;1;0.02;
notamment aux;1;0.02;
fissures surfacique;1;0.02;
de recharge;1;0.02;
clat le;1;0.02;
le plus;1;0.02;
longitudinale pas;1;0.02;
est celui;1;0.02;
celui qui;1;0.02;
trouve c;1;0.02;
initiation probablement;1;0.02;
4mm longueur;1;0.02;
initiations et;1;0.02;
et petits;1;0.02;
sinterungen aus;1;0.02;
dem fugenspalt;1;0.02;
fugenspalt zwischen;1;0.02;
zwischen rohrelmente;1;0.02;
mit gerostete;1;0.02;
gerostete bewehrung;1;0.02;
an 5;1;0.02;
gige sch;1;0.02;
risse kaum;1;0.02;
kaum aussinterungen;1;0.02;
der ankerplatte;1;0.02;
ankerplatte und;1;0.02;
an schrauben;1;0.02;
schrauben der;1;0.02;
der ankerabdeckung;1;0.02;
schwindriss bis;1;0.02;
4mm oft;1;0.02;
mit korodierten;1;0.02;
korodierten bewehrungsst;1;0.02;
zone rhabill;1;0.02;
rhabill e;1;0.02;
mortier et;1;0.02;
et tanch;1;0.02;
grad es;1;0.02;
longueur 70cm;1;0.02;
den ecken;1;0.02;
70cm pas;1;0.02;
zone rhabil;1;0.02;
rhabil e;1;0.02;
avec tanch;1;0.02;
it clat;1;0.02;
clat e;1;0.02;
d branch;1;0.02;
mit sichbar;1;0.02;
sichbar korrodierten;1;0.02;
korrodierten bewehrungseisen;1;0.02;
base fortement;1;0.02;
risse um;1;0.02;
den schachtdeckel;1;0.02;
schachtdeckel herum;1;0.02;
durchlass ist;1;0.02;
und holzst;1;0.02;
holzst cken;1;0.02;
cken verstopft;1;0.02;
plaques inf;1;0.02;
schwimmer welcher;1;0.02;
welcher den;1;0.02;
den zulauf;1;0.02;
zulauf regelt;1;0.02;
regelt kann;1;0.02;
kann sich;1;0.02;
nicht nach;1;0.02;
nach oben;1;0.02;
oben bewegen;1;0.02;
bewegen da;1;0.02;
da er;1;0.02;
er an;1;0.02;
decke anst;1;0.02;
anst sst;1;0.02;
sst der;1;0.02;
schwimmer ist;1;0.02;
ist festgeklemmt;1;0.02;
festgeklemmt und;1;0.02;
nicht bewegen;1;0.02;
cher der;1;0.02;
schalungsbinder sind;1;0.02;
nicht verschlossen;1;0.02;
verschlossen becken;1;0.02;
becken ist;1;0.02;
ist undicht;1;0.02;
undicht das;1;0.02;
das becken;1;0.02;
becken hat;1;0.02;
hat auch;1;0.02;
auch kein;1;0.02;
kein ber;1;0.02;
ber oder;1;0.02;
oder auslauf;1;0.02;
verzinkung der;1;0.02;
der metallkonstruktion;1;0.02;
metallkonstruktion ist;1;0.02;
rieures corrod;1;0.02;
abgewittert bei;1;0.02;
unebenheiten innerhalb;1;0.02;
einzelnen winkel;1;0.02;
winkel sind;1;0.02;
leichte korrosionserscheinungen;1;0.02;
korrosionserscheinungen zu;1;0.02;
belagsstruktur ist;1;0.02;
lokal rau;1;0.02;
rau teilweise;1;0.02;
mit rissen;1;0.02;
chige frostabplatzungen;1;0.02;
der eingiessung;1;0.02;
eingiessung des;1;0.02;
des einlaufrohres;1;0.02;
llung von;1;0.02;
von gel;1;0.02;
innerhalb des;1;0.02;
des bitumin;1;0.02;
bitumin sen;1;0.02;
non pertinente;1;0.02;
sen fb;1;0.02;
et b;1;0.02;
ton localement;1;0.02;
localement creux;1;0.02;
avec nid;1;0.02;
en bords;1;0.02;
dalle les;1;0.02;
les joint;1;0.02;
joint sont;1;0.02;
sont tous;1;0.02;
tous fissur;1;0.02;
fb belagsdehnfuge;1;0.02;
un mauvais;1;0.02;
tat coulement;1;0.02;
et trou;1;0.02;
belagsdehnfuge und;1;0.02;
und leichtes;1;0.02;
leichtes entmischen;1;0.02;
peu humide;1;0.02;
ca 6m;1;0.02;
ches humide;1;0.02;
rieur des;1;0.02;
armature nue;1;0.02;
conduite venant;1;0.02;
venant de;1;0.02;
de toiture;1;0.02;
toiture trou;1;0.02;
conduite mais;1;0.02;
pas grave;1;0.02;
grave goutte;1;0.02;
la toiture;1;0.02;
toiture ouverture;1;0.02;
ouverture dans;1;0.02;
p89 10;1;0.02;
leichter abl;1;0.02;
presque pas;1;0.02;
6m infolge;1;0.02;
presque plus;1;0.02;
de 2020;1;0.02;
longitudinale c;1;0.02;
t ouest;1;0.02;
ouest et;1;0.02;
et fissure;1;0.02;
treillis c;1;0.02;
nord plus;1;0.02;
1 defekte;1;0.02;
defekte schraube;1;0.02;
1 morscher;1;0.02;
morscher holzbalken;1;0.02;
holzbalken mit;1;0.02;
mit abl;1;0.02;
abl senden;1;0.02;
senden holzsplitter;1;0.02;
de probl;1;0.02;
de s;1;0.02;
ansicht konsolkopf;1;0.02;
teilweise versinterte;1;0.02;
risse innerhalb;1;0.02;
innerhalb belagsdehnfuge;1;0.02;
et diff;1;0.02;
quasi plus;1;0.02;
fissuration a;1;0.02;
jonction entre;1;0.02;
poutres principales;1;0.02;
traces mais;1;0.02;
mais aucune;1;0.02;
aucune humidit;1;0.02;
encrassement v;1;0.02;
stalactites concr;1;0.02;
tions le;1;0.02;
rostflecken lteren;1;0.02;
datums sind;1;0.02;
sind auf;1;0.02;
die binderdr;1;0.02;
binderdr hte;1;0.02;
hte oder;1;0.02;
oder vereinzelte;1;0.02;
vereinzelte bewehrungen;1;0.02;
bewehrungen zur;1;0.02;
corrosion due;1;0.02;
due enrobage;1;0.02;
juste sur;1;0.02;
appui sud;1;0.02;
est cot;1;0.02;
cot sion;1;0.02;
tions et;1;0.02;
gsb 2;1;0.02;
fissures clairement;1;0.02;
clairement distinctes;1;0.02;
largeur des;1;0.02;
variable avec;1;0.02;
du nids;1;0.02;
clatement joint;1;0.02;
belagsdehnfuge wahrscheinlich;1;0.02;
infolge entmischen;1;0.02;
voir la;1;0.02;
constatation pour;1;0.02;
des suspentes;1;0.02;
suspentes du;1;0.02;
du bise;1;0.02;
voir autres;1;0.02;
autres constatations;1;0.02;
constatations pour;1;0.02;
entre rev;1;0.02;
et joint;1;0.02;
nouvelles fissures;1;0.02;
au changement;1;0.02;
de rigidit;1;0.02;
rigidit du;1;0.02;
sol sol;1;0.02;
sol b;1;0.02;
entmischen des;1;0.02;
sommet de;1;0.02;
pile servant;1;0.02;
servant d;1;0.02;
appui au;1;0.02;
au sommier;1;0.02;
sommier clat;1;0.02;
ton dans;1;0.02;
fissures peuvent;1;0.02;
peuvent venir;1;0.02;
venir de;1;0.02;
la chute;1;0.02;
bloc rocheux;1;0.02;
rocheux entrainant;1;0.02;
entrainant des;1;0.02;
des efforts;1;0.02;
efforts instantan;1;0.02;
instantan s;1;0.02;
s lev;1;0.02;
lev s;1;0.02;
insignifiant supprimer;1;0.02;
toute les;1;0.02;
les poutre;1;0.02;
poutre ont;1;0.02;
ont la;1;0.02;
rieur humide;1;0.02;
humide autour;1;0.02;
eau en;1;0.02;
du mauvais;1;0.02;
mauvais raccord;1;0.02;
raccord de;1;0.02;
des fugenmaterials;1;0.02;
eau est;1;0.02;
non observ;1;0.02;
observ inspection;1;0.02;
inspection le;1;0.02;
le jour;1;0.02;
jour apr;1;0.02;
s grosse;1;0.02;
grosse pluie;1;0.02;
pluie toutefois;1;0.02;
toutefois on;1;0.02;
on voit;1;0.02;
voit des;1;0.02;
traces pass;1;0.02;
pass es;1;0.02;
a de;1;0.02;
bergseitig aufkommende;1;0.02;
aufkommende birken;1;0.02;
dalle vers;1;0.02;
vers le;1;0.02;
le p88;1;0.02;
de chauves;1;0.02;
chauves souris;1;0.02;
souris pr;1;0.02;
d excr;1;0.02;
excr ments;1;0.02;
raccords de;1;0.02;
tuyaux suspect;1;0.02;
suspect s;1;0.02;
s non;1;0.02;
coulure dues;1;0.02;
zwangsrissen und;1;0.02;
entlang bauablaufbedingter;1;0.02;
totholz sten;1;0.02;
sten und;1;0.02;
und dergleichen;1;0.02;
de glaces;1;0.02;
glaces en;1;0.02;
gsb avec;1;0.02;
humides ont;1;0.02;
oi 202;1;0.02;
bauablaufbedingter arbeitsfugen;1;0.02;
liaison cass;1;0.02;
partie finale;1;0.02;
finale de;1;0.02;
humides probl;1;0.02;
probl mes;1;0.02;
mes locaux;1;0.02;
locaux d;1;0.02;
sup il;1;0.02;
infiltrations depuis;1;0.02;
rieure o;1;0.02;
eau atteint;1;0.02;
atteint galement;1;0.02;
galement la;1;0.02;
t semble;1;0.02;
semble t;1;0.02;
t il;1;0.02;
il rester;1;0.02;
rester stable;1;0.02;
felsbrocken ca;1;0.02;
5 m3;1;0.02;
cution panneaux;1;0.02;
les supports;1;0.02;
supports du;1;0.02;
schalung der;1;0.02;
profil du;1;0.02;
joint pr;1;0.02;
ts rupture;1;0.02;
profil probablement;1;0.02;
probablement suite;1;0.02;
fundamente noch;1;0.02;
en proximit;1;0.02;
leichte setzung;1;0.02;
caisson;1;0.02;situ entre(2)|entre les(2)|les deux(2)|deux chauss(2)|chauss e(2)|e difficile(2)|difficile d(2)|d acc(2)|acc s(2)|avec efflorescences(1)|d g(1)|g ts(1)|ts m(1)|m caniques(1)|caniques mineurs(1)|mineurs sans(1)|sans armature(1)|armature apparente(1)|probablement dues(1)|dues de(1)|de la(1)|la condensation(1)|non constat(1)|nouvelle grille(1)|grille pos(1)|pos e(1)|e au(1)|au dessus(1)
ankerschlaufe des;1;0.02;
seilankers weist;1;0.02;
weist gerissene;1;0.02;
gerissene seillitzen;1;0.02;
seillitzen auf;1;0.02;
fundaments bzw;1;0.02;
der wirkungsh;1;0.02;
der grundplatte;1;0.02;
he des;1;0.02;
des netzes;1;0.02;
netzes aufgrund;1;0.02;
aufgrund ablagerung;1;0.02;
von erdmaterial;1;0.02;
erdmaterial m;1;0.02;
chtigkeit ca;1;0.02;
tail inchang;1;0.02;
inchang depuis;1;0.02;
depuis 2017;1;0.02;
rioration usure;1;0.02;
coulures venue;1;0.02;
et stalactites;1;0.02;
stalactites l;1;0.02;
ouvrage cff;1;0.02;
cff a;1;0.02;
t refait;1;0.02;
refait am;1;0.02;
am liorant;1;0.02;
liorant l;1;0.02;
rement les;1;0.02;
d sordres;1;0.02;
sordres li;1;0.02;
li s;1;0.02;
eau dans;1;0.02;
verbindungsst cke;1;0.02;
cke gebrochen;1;0.02;
fissuration en;1;0.02;
gebrochen trotz;1;0.02;
graviers dues;1;0.02;
apparentes g;1;0.02;
ralis es;1;0.02;
es surface;1;0.02;
clats notamment;1;0.02;
ches ponctuelles;1;0.02;
apparentes surface;1;0.02;
et surface;1;0.02;
retenue d;1;0.02;
d assemblage;1;0.02;
assemblage avec;1;0.02;
trotz sicherung;1;0.02;
sicherung muss;1;0.02;
directives de;1;0.02;
te visible;1;0.02;
siehe auch;1;0.02;
ger lokale;1;0.02;
nassstellen bei;1;0.02;
belagsentw sserungsrohren;1;0.02;
et 2m;1;0.02;
lieu depuis;1;0.02;
appui diminu;1;0.02;
acier l;1;0.02;
libre ponctuellement;1;0.02;
muss das;1;0.02;
t motagne;1;0.02;
motagne couvert;1;0.02;
caniveau partiellement;1;0.02;
partiellement d;1;0.02;
das befestigungssystem;1;0.02;
truit et;1;0.02;
et ensabl;1;0.02;
pilier pench;1;0.02;
pierres dont;1;0.02;
une sur;1;0.02;
sur dalle;1;0.02;
