Description_ngram;Count;PerMille;Associated_Comments
rouille probl;1;0.02;
teilst ck;1;0.02;
refait pr;1;0.02;
6 2mm;1;0.02;
infiltration ouverture;1;0.02;
ck ca;1;0.02;
combiflex trop;1;0.02;
trop court;1;0.02;
ca 10cm;1;0.02;
rior avec;1;0.02;
cloque dans;1;0.02;
combiflex avec;1;0.02;
10cm x;1;0.02;
x 30cm;1;0.02;
une avec;1;0.02;
environ 4;1;0.02;
4 m2;1;0.02;
30cm mit;1;0.02;
but du;1;0.02;
bloc 1;1;0.02;
1 hauteur;1;0.02;
de genoux;1;0.02;
res cass;1;0.02;
e fixation;1;0.02;
griffure dans;1;0.02;
bis 3mm;1;0.02;
a 2m;1;0.02;
2m c;1;0.02;
combiflex en;1;0.02;
schwindrisse mehrheitlich;1;0.02;
change de;1;0.02;
de direction;1;0.02;
direction au;1;0.02;
joint 41;1;0.02;
41 42;1;0.02;
de 4;1;0.02;
4 12mm;1;0.02;
12mm d;1;0.02;
en haut;1;0.02;
haut du;1;0.02;
mur bloc;1;0.02;
bloc 2;1;0.02;
2 exterieur;1;0.02;
bei mauerkrone;1;0.02;
mauerkrone vertikal;1;0.02;
vertikal nach;1;0.02;
infiltration provenant;1;0.02;
unten verlaufen;1;0.02;
constation d;1;0.02;
j saisie;1;0.02;
dans 1303;1;0.02;
1303 eclats;1;0.02;
verlaufen die;1;0.02;
poutres en;1;0.02;
avec panneau;1;0.02;
panneau d;1;0.02;
d isolant;1;0.02;
isolant et;1;0.02;
et mousse;1;0.02;
mousse expensible;1;0.02;
expensible visible;1;0.02;
visible c;1;0.02;
apparentes ni;1;0.02;
ni trace;1;0.02;
place des;1;0.02;
poutres pr;1;0.02;
du v;1;0.02;
v rinage;1;0.02;
geringer ungen;1;0.02;
stark ausgewaschen;1;0.02;
infolge geometrie;1;0.02;
infolge einspannung;1;0.02;
oder aufgrund;1;0.02;
sern moos;1;0.02;
cm bei;1;0.02;
risse netzartig;1;0.02;
von relativ;1;0.02;
verschiebungen ca;1;0.02;
1 lokal;1;0.02;
lokal 3;1;0.02;
mm gr;1;0.02;
sstenteils versintert;1;0.02;
diverse gerissene;1;0.02;
gerissene lose;1;0.02;
rissbildung ist;1;0.02;
vermehrt aar;1;0.02;
aar bedingt;1;0.02;
bei verschiedenen;1;0.02;
verschiedenen rissen;1;0.02;
rissen mehrheitlich;1;0.02;
kiesnester ausf;1;0.02;
hrungsbedingt und;1;0.02;
certaines traces;1;0.02;
de carbonatation;1;0.02;
carbonatation accompagnent;1;0.02;
accompagnent ces;1;0.02;
in leicht;1;0.02;
leicht fortgeschrittenem;1;0.02;
mehrere fugen;1;0.02;
fugen leicht;1;0.02;
leicht gerissen;1;0.02;
avec protection;1;0.02;
holzeinlagen;1;0.02;
an schutzkappen;1;0.02;
schutzkappen bei;1;0.02;
bei verankerung;1;0.02;
verankerung sinusplatten;1;0.02;
sinusplatten und;1;0.02;
und erkennbare;1;0.02;
erkennbare abnutzung;1;0.02;
abnutzung des;1;0.02;
des korrosionschutzes;1;0.02;
korrosionschutzes bei;1;0.02;
den spitzen;1;0.02;
verforumung des;1;0.02;
des leitelement;1;0.02;
leitelement vom;1;0.02;
vom fzrs;1;0.02;
fzrs und;1;0.02;
leichte anprallspuren;1;0.02;
anprallspuren verformung;1;0.02;
verformung von;1;0.02;
verstopfung zwischen;1;0.02;
daher gefahr;1;0.02;
von stehendem;1;0.02;
stehendem wasser;1;0.02;
wasser am;1;0.02;
am tiefpunkt;1;0.02;
tiefpunkt fuge;1;0.02;
protection disparaissante;1;0.02;
teilweise defekt;1;0.02;
der eiseneinlagen;1;0.02;
mehrere zwangsrisse;1;0.02;
zwangsrisse auf;1;0.02;
frostabplatzungen auf;1;0.02;
die trockensteinmauer;1;0.02;
trockensteinmauer scheint;1;0.02;
scheint stellenweise;1;0.02;
stellenweise aufgelockert;1;0.02;
aufgelockert zu;1;0.02;
sein aufgrund;1;0.02;
schlechten zug;1;0.02;
zug nglichkeit;1;0.02;
nglichkeit l;1;0.02;
nicht bestimmen;1;0.02;
bestimmen wie;1;0.02;
wie viele;1;0.02;
viele lose;1;0.02;
vorhanden sind;1;0.02;
stein auf;1;0.02;
bewehrung 2x;1;0.02;
fehlende resp;1;0.02;
resp ungen;1;0.02;
gende absturzsicherung;1;0.02;
caniveau localement;1;0.02;
localement entrav;1;0.02;
entrav par;1;0.02;
d tritus;1;0.02;
tritus de;1;0.02;
tation et;1;0.02;
petit clat;1;0.02;
clat au;1;0.02;
au pieds;1;0.02;
sans effet;1;0.02;
effet n;1;0.02;
2x ca;1;0.02;
gatif pour;1;0.02;
ca 20x10;1;0.02;
tonnage infiltration;1;0.02;
joints de;1;0.02;
mortier due;1;0.02;
surface et;1;0.02;
eau efflorescences;1;0.02;
eclat r;1;0.02;
efflorescences cycles;1;0.02;
maximale d;1;0.02;
d paisseur;1;0.02;
cycles de;1;0.02;
ouvrage trace;1;0.02;
de chambre;1;0.02;
paisseur max;1;0.02;
parement visible;1;0.02;
appui de;1;0.02;
de guidage;1;0.02;
guidage est;1;0.02;
mur favorise;1;0.02;
favorise l;1;0.02;
le bord;1;0.02;
bord ext;1;0.02;
cloque de;1;0.02;
des mortiers;1;0.02;
mortiers de;1;0.02;
du couvercle;1;0.02;
cloquage du;1;0.02;
3 montants;1;0.02;
la platine;1;0.02;
en tete;1;0.02;
tete du;1;0.02;
pipettes d;1;0.02;
sion fissures;1;0.02;
trame 0;1;0.02;
etanch it;1;0.02;
placement des;1;0.02;
d faillante;1;0.02;
faillante localement;1;0.02;
placements des;1;0.02;
es o;1;0.02;
couche d;1;0.02;
d oxydation;1;0.02;
oxydation protectrice;1;0.02;
volution depuis;1;0.02;
inspection 2019;1;0.02;
2019 fissures;1;0.02;
protectrice est;1;0.02;
plus lente;1;0.02;
fissures ouvertes;1;0.02;
ouvertes plus;1;0.02;
plus 0;1;0.02;
3mm env;1;0.02;
env 1mm;1;0.02;
1mm orientation;1;0.02;
orientation est;1;0.02;
est ouest;1;0.02;
temps sec;1;0.02;
sec lors;1;0.02;
cette inspection;1;0.02;
inspection ampleur;1;0.02;
ampleur de;1;0.02;
constatation moins;1;0.02;
moins cons;1;0.02;
cons quente;1;0.02;
quente que;1;0.02;
que lors;1;0.02;
efflorescence due;1;0.02;
lente ou;1;0.02;
de deux;1;0.02;
entretoises ouv;1;0.02;
inf 200cm;1;0.02;
au 4;1;0.02;
4 coins;1;0.02;
coins de;1;0.02;
sion ouverture;1;0.02;
des chambres;1;0.02;
eau sans;1;0.02;
sans prolongement;1;0.02;
prolongement de;1;0.02;
grille enti;1;0.02;
ouverture tr;1;0.02;
correspond pas;1;0.02;
une pathologie;1;0.02;
pathologie du;1;0.02;
ton elle;1;0.02;
b tons;1;0.02;
tons des;1;0.02;
s fissuration;1;0.02;
ancrage c;1;0.02;
sion me;1;0.02;
me sud;1;0.02;
rouille provenant;1;0.02;
joint fully;1;0.02;
fully c;1;0.02;
tanche les;1;0.02;
les bavettes;1;0.02;
bavettes sont;1;0.02;
gerissene und;1;0.02;
teilweise ausgewaschene;1;0.02;
ausgewaschene fugen;1;0.02;
sont d;1;0.02;
loser fugen;1;0.02;
rior es;1;0.02;
et elles;1;0.02;
plus en;1;0.02;
visible suite;1;0.02;
suite l;1;0.02;
avec calcaire;1;0.02;
rapport la;1;0.02;
martigny consta;1;0.02;
consta trait;1;0.02;
travaux faits;1;0.02;
analyser;1;0.02;migr dans(1)|dans paroi(1)|paroi sud(1)
ral en;1;0.02;
ton tat;1;0.02;
tat except;1;0.02;
except quelques;1;0.02;
ts mineurs;1;0.02;
joint mal;1;0.02;
mal pos;1;0.02;
pos e;1;0.02;
corrosion plus;1;0.02;
marqu e;1;0.02;
caisson proche;1;0.02;
verschleiss im;1;0.02;
frostabplatzungen im;1;0.02;
betonabplatzung und;1;0.02;
und besch;1;0.02;
besch digter;1;0.02;
digter wassernase;1;0.02;
mit sinterstelle;1;0.02;
0m ca;1;0.02;
15 stk;1;0.02;
stk ab;1;0.02;
ab wandfuss;1;0.02;
wandfuss bei;1;0.02;
bei frostspuren;1;0.02;
vertikalriss von;1;0.02;
der wassersinterungen;1;0.02;
decke ausgehend;1;0.02;
initiation et;1;0.02;
e zone;1;0.02;
j ragr;1;0.02;
de 15;1;0.02;
protection depuis;1;0.02;
der l;1;0.02;
l ngsfuge;1;0.02;
ngsfuge zwischen;1;0.02;
belag durchgehend;1;0.02;
durchgehend gerissene;1;0.02;
hrungsbedingte verf;1;0.02;
rbung im;1;0.02;
rtelfugen l;1;0.02;
fehlender verguss;1;0.02;
einzelne zwangsrisse;1;0.02;
zwangsrisse bei;1;0.02;
bei widerlager;1;0.02;
leichte kalkspuren;1;0.02;
kalkspuren keine;1;0.02;
keine nassstellen;1;0.02;
t faite;1;0.02;
faite depuis;1;0.02;
hungen auch;1;0.02;
hrung in;1;0.02;
fuge stellenweise;1;0.02;
stellenweise moosbewuchs;1;0.02;
lokal m;1;0.02;
ssige bis;1;0.02;
bis starke;1;0.02;
sen sich;1;0.02;
sich auf;1;0.02;
seite wand;1;0.02;
wand west;1;0.02;
leichte wassersinterungen;1;0.02;
wassersinterungen zu;1;0.02;
erkennen was;1;0.02;
auf tempor;1;0.02;
tempor ren;1;0.02;
ren wassereintritt;1;0.02;
wassereintritt schliessen;1;0.02;
schliessen l;1;0.02;
sst zur;1;0.02;
inspektion keine;1;0.02;
keine wasserf;1;0.02;
hrung aber;1;0.02;
aber anzeichen;1;0.02;
und fliessspuren;1;0.02;
fliessspuren vorhanden;1;0.02;
einzige stelle;1;0.02;
bewuchs im;1;0.02;
west folgen;1;0.02;
block 6;1;0.02;
6 westlicher;1;0.02;
westlicher teil;1;0.02;
teil oben;1;0.02;
oben ansonsten;1;0.02;
ansonsten kein;1;0.02;
kein bewuchs;1;0.02;
strauch in;1;0.02;
einer fuge;1;0.02;
mit ausgewaschenen;1;0.02;
ausgewaschenen fugenmaterial;1;0.02;
pflanzenbewuchs gr;1;0.02;
ser undkl;1;0.02;
undkl str;1;0.02;
ucher nur;1;0.02;
nur auf;1;0.02;
auf westliche;1;0.02;
westliche seite;1;0.02;
baum von;1;0.02;
rund 2m;1;0.02;
2m gr;1;0.02;
sse dieser;1;0.02;
dieser baum;1;0.02;
baum ist;1;0.02;
ist im;1;0.02;
block 4;1;0.02;
4 verwurzelt;1;0.02;
sind lokal;1;0.02;
folgen sind;1;0.02;
sind risse;1;0.02;
im westlichen;1;0.02;
westlichen teil;1;0.02;
mauer lokal;1;0.02;
wasser aussp;1;0.02;
aussp len;1;0.02;
len teilweise;1;0.02;
auch aussinterungen;1;0.02;
aussinterungen vorhanden;1;0.02;
vorhanden unterhalb;1;0.02;
der losen;1;0.02;
fugen rissbreite;1;0.02;
rissbreite max;1;0.02;
aussinterungen seite;1;0.02;
west vermehrt;1;0.02;
vermehrt in;1;0.02;
mitte kaum;1;0.02;
kaum vorhanden;1;0.02;
sehr vereinzelte;1;0.02;
fuge nur;1;0.02;
vereinzelt nur;1;0.02;
und kleinere;1;0.02;
im stlichen;1;0.02;
stlichen teil;1;0.02;
rissbreite jedoch;1;0.02;
jedoch stellenweise;1;0.02;
im restlichen;1;0.02;
restlichen teil;1;0.02;
teil des;1;0.02;
des blocks;1;0.02;
blocks 10;1;0.02;
10 sind;1;0.02;
keine risse;1;0.02;
fugen vorhanden;1;0.02;
herausl sen;1;0.02;
sen von;1;0.02;
von natursteinverkleidung;1;0.02;
natursteinverkleidung an;1;0.02;
an schwellenkrone;1;0.02;
schwellenkrone abrieb;1;0.02;
von beton;1;0.02;
leichten abplatzungen;1;0.02;
teilweise beton;1;0.02;
entlang m;1;0.02;
auf bewehrungsniveau;1;0.02;
bewehrungsniveau weggewaschen;1;0.02;
auch bis;1;0.02;
m spritzwasserbereich;1;0.02;
lunkern ausgewaschener;1;0.02;
infolge spritzwasser;1;0.02;
tzen verdreht;1;0.02;
verdreht wegen;1;0.02;
wegen abspannungen;1;0.02;
abspannungen nr;1;0.02;
kiesnest im;1;0.02;
6 bis;1;0.02;
bis 30grad;1;0.02;
fissures voir;1;0.02;
encrassements;1;0.02;
baum ber;1;0.02;
ber auslauf;1;0.02;
auslauf gewachsen;1;0.02;
pas trame;1;0.02;
problematische feuchtestelle;1;0.02;
feuchtestelle aufgrund;1;0.02;
aufgrund kontakt;1;0.02;
kontakt zum;1;0.02;
zum erdreich;1;0.02;
kiesnest;1;0.02;
trame cul;1;0.02;
wurden mangelhaft;1;0.02;
mangelhaft geschlossen;1;0.02;
geschlossen bewehrungseisen;1;0.02;
bewehrungseisen liegen;1;0.02;
ohne beeintr;1;0.02;
e boulons;1;0.02;
boulons serr;1;0.02;
traite lors;1;0.02;
von wasser;1;0.02;
welches beim;1;0.02;
beim fahrbahn;1;0.02;
der widerlagerwand;1;0.02;
widerlagerwand entlang;1;0.02;
entlang l;1;0.02;
stark spr;1;0.02;
lors travaux;1;0.02;
d part;1;0.02;
lokal nicht;1;0.02;
und aufgrund;1;0.02;
part de;1;0.02;
viele angerostete;1;0.02;
angerostete oder;1;0.02;
oder defekte;1;0.02;
defekte aufh;1;0.02;
ngungen sammelleitung;1;0.02;
sammelleitung an;1;0.02;
ckenuntersicht ung;1;0.02;
nstig platzierten;1;0.02;
platzierten entw;1;0.02;
unter abplatzungen;1;0.02;
faut peinture;1;0.02;
gradation peinture;1;0.02;
stabiler zustand;1;0.02;
erosion de;1;0.02;
la berge;1;0.02;
berge observ;1;0.02;
es jusqu;1;0.02;
jusqu aux;1;0.02;
aux racines;1;0.02;
racines de;1;0.02;
certains arbres;1;0.02;
important transport;1;0.02;
constatation correspondait;1;0.02;
unterer teil;1;0.02;
teil vom;1;0.02;
correspondait en;1;0.02;
rechen fl;1;0.02;
rand vom;1;0.02;
rohr hat;1;0.02;
hat leicht;1;0.02;
leicht abplatzungen;1;0.02;
betons bei;1;0.02;
der befestigungspunkte;1;0.02;
befestigungspunkte vom;1;0.02;
dem ablauf;1;0.02;
querriss von;1;0.02;
von 70;1;0.02;
cm l;1;0.02;
nge in;1;0.02;
einlaufbauwerk rissbreite;1;0.02;
2019 rhabillages;1;0.02;
kolkbildung vor;1;0.02;
dem mauerfl;1;0.02;
gel nord;1;0.02;
netz lokal;1;0.02;
lokal gerissen;1;0.02;
gerissen wegen;1;0.02;
wegen anprall;1;0.02;
anprall fz;1;0.02;
geringf ging;1;0.02;
ging versintert;1;0.02;
im reprofilierungsm;1;0.02;
reprofilierungsm rtel;1;0.02;
bewehrungskorrosion sichtbare;1;0.02;
sichtbare rostflecken;1;0.02;
temperaturschwankungen vereinzelt;1;0.02;
teilweise sinterstellen;1;0.02;
der betonierfuge;1;0.02;
fliessspurem;1;0.02;
surface elle;1;0.02;
undichter abdichtung;1;0.02;
abdichtung ansonsten;1;0.02;
ansonsten nur;1;0.02;
wenige fliessspuren;1;0.02;
fliessspuren lteren;1;0.02;
aufgrund feuchtigkeitsansammlung;1;0.02;
feuchtigkeitsansammlung aus;1;0.02;
aus erdreich;1;0.02;
horizontaler l;1;0.02;
ngsriss bis;1;0.02;
breit und;1;0.02;
lang bei;1;0.02;
bei fl;1;0.02;
gelmauer feinerer;1;0.02;
feinerer l;1;0.02;
ngsriss ca;1;0.02;
constatation en;1;0.02;
plus actuelle;1;0.02;
m bis;1;0.02;
10 00m;1;0.02;
00m lange;1;0.02;
lange l;1;0.02;
actuelle le;1;0.02;
gondo mit;1;0.02;
le mat;1;0.02;
mat riel;1;0.02;
verdichtet bei;1;0.02;
der ausf;1;0.02;
stirnseite bergseite;1;0.02;
bergseite und;1;0.02;
chsen seite;1;0.02;
ssige auspr;1;0.02;
aufgrund belagsentw;1;0.02;
sserung abdichtungsproblemaik;1;0.02;
netzrisse bei;1;0.02;
gondo oben;1;0.02;
oben mit;1;0.02;
mur poids;1;0.02;
poids sans;1;0.02;
les points;1;0.02;
points visuels;1;0.02;
visuels de;1;0.02;
corrosion sont;1;0.02;
sont les;1;0.02;
les distanceurs;1;0.02;
distanceurs de;1;0.02;
vertikaler risse;1;0.02;
mm hauptmauer;1;0.02;
hauptmauer horizontaler;1;0.02;
horizontaler auf;1;0.02;
mauerkrone mit;1;0.02;
mit kleine;1;0.02;
kleine abplatzung;1;0.02;
und horizontaler;1;0.02;
horizontaler durchgehender;1;0.02;
durchgehender risse;1;0.02;
ca 90;1;0.02;
90 cm;1;0.02;
cm ab;1;0.02;
ab uk;1;0.02;
uk mauer;1;0.02;
des wandkopfs;1;0.02;
infolge biegung;1;0.02;
biegung ca;1;0.02;
breit versintert;1;0.02;
in 9;1;0.02;
9 gr;1;0.02;
gr sster;1;0.02;
sster riss;1;0.02;
riss vereinzelt;1;0.02;
stellenweise ausbl;1;0.02;
ster resp;1;0.02;
resp unsauber;1;0.02;
unsauber eingebrachte;1;0.02;
eingebrachte belagsschicht;1;0.02;
netzartigen ausbr;1;0.02;
ssige betonqualit;1;0.02;
teilwesie instandgesetzt;1;0.02;
riel stock;1;0.02;
stock le;1;0.02;
ment d;1;0.02;
ouvrage a;1;0.02;
a emp;1;0.02;
den verankerten;1;0.02;
verankerten stahlst;1;0.02;
ch l;1;0.02;
l observation;1;0.02;
observation d;1;0.02;
une bonne;1;0.02;
bonne partie;1;0.02;
den pfosten;1;0.02;
pfosten ist;1;0.02;
verankerung geschw;1;0.02;
rostige schleifspuren;1;0.02;
schleifspuren bei;1;0.02;
der leitschranke;1;0.02;
surface nous;1;0.02;
den abplatzungen;1;0.02;
abplatzungen stark;1;0.02;
rtelfugen beim;1;0.02;
nous avons;1;0.02;
zwei gr;1;0.02;
ssere verformung;1;0.02;
hohlstelle unter;1;0.02;
avons pu;1;0.02;
beim ende;1;0.02;
den knicken;1;0.02;
knicken durchgehend;1;0.02;
verschiebung mauerknick;1;0.02;
mauerknick seite;1;0.02;
fuge beim;1;0.02;
mauerknick gerissen;1;0.02;
um 3;1;0.02;
mauerkrone mittelst;1;0.02;
mittelst ck;1;0.02;
ck hat;1;0.02;
sich gegen;1;0.02;
ber mauerkronen;1;0.02;
mauerkronen fl;1;0.02;
gelmauern verschoben;1;0.02;
mehrere gr;1;0.02;
mauerkrone meistens;1;0.02;
meistens bei;1;0.02;
der pfosten;1;0.02;
pfosten gr;1;0.02;
abplatzung da;1;0.02;
da zum;1;0.02;
teil keine;1;0.02;
keine l;1;0.02;
ngs oder;1;0.02;
oder b;1;0.02;
gelbewehrung vorhanden;1;0.02;
des stromkabels;1;0.02;
stromkabels schalungsteile;1;0.02;
schalungsteile mit;1;0.02;
mit hervorstehenden;1;0.02;
hervorstehenden n;1;0.02;
n gel;1;0.02;
gel vorhanden;1;0.02;
pu inspecter;1;0.02;
inspecter cette;1;0.02;
montant m;1;0.02;
tallique l;1;0.02;
rement inclin;1;0.02;
clatement;1;0.02;de la(3)|de l(3)|d g(2)|d eau(2)|chauss e(2)|du joint(2)|on constate(1)|constate l(1)|l absence(1)|absence d(1)|d armature(1)|armature jusqu(1)|jusqu 5cm(1)|5cm depuis(1)|depuis le(1)|le bord(1)|bord de(1)|la pile(1)|pile dans(1)|dans l(1)|l angle(1)|armature l(1)|l g(1)|g rement(1)|rement corrod(1)|corrod e(1)|evolution lente(1)|lente du(1)|du d(1)|g t(1)|arrive d(1)|eau depuis(1)|depuis la(1)|la chauss(1)|une partie(1)|partie des(1)|des d(1)|g ts(1)|ts ont(1)|ont d(1)|d j(1)|j t(1)|t r(1)|r par(1)|par es(1)|es certains(1)|certains endroits(1)|endroits il(1)|il y(1)|y a(1)|a de(1)|de nouveaux(1)|nouveaux clats(1)|pas pr(1)|pr occupant(1)|probl me(1)|me d(1)|d tancheite(1)|tancheite du(1)|joint r(1)|r gl(1)|gl e(1)|e avec(1)|avec assainissement(1)|assainissement du(1)|plus de(1)|de venue(1)|venue d(1)|eau avec(1)|avec le(1)|le nouveau(1)|nouveau joint(1)|joint de(1)|de chauss(1)|e de(1)|l uplan(1)|uplan 2020(1)|les raccords(1)|raccords avec(1)|avec les(1)|les joints(1)|joints de(1)|de transition(1)|transition viennet(1)|viennet de(1)|de tre(1)|tre refaits(1)|refaits l(1)|l efficacit(1)|efficacit de(1)|la mesure(1)|mesure peut(1)|peut tre(1)|tre valu(1)|valu e(1)|e lors(1)|lors de(1)|la prochaine(1)|prochaine inspection(1)|inspection principale(1)|principale aucune(1)|aucune photo(1)|photo n(1)|n est(1)|est disponible(1)|disponible de(1)|l tat(1)|tat pr(1)|pr c(1)|c dent(1)|dent de(1)|l entretoise(1)
fils d;1;0.02;
connect s;1;0.02;
rouille tache;1;0.02;
tache du;1;0.02;
fuge 10mm;1;0.02;
10mm ge;1;0.02;
ge ffnet;1;0.02;
ffnet trocken;1;0.02;
trocken versatz;1;0.02;
versatz 20;1;0.02;
cette partie;1;0.02;
caniques au;1;0.02;
surface r;1;0.02;
entretien et;1;0.02;
de renouvellement;1;0.02;
renouvellement uplans;1;0.02;
un espace;1;0.02;
abl sende;1;0.02;
sende beschichtung;1;0.02;
beschichtung aufgrund;1;0.02;
aufgrund benutzung;1;0.02;
benutzung und;1;0.02;
und feuchte;1;0.02;
ca die;1;0.02;
die h;1;0.02;
risse zeigt;1;0.02;
zeigt kalkausscheidungen;1;0.02;
auch netzartige;1;0.02;
bewachsen ansonsten;1;0.02;
ansonsten ist;1;0.02;
bewuchs vernachl;1;0.02;
vernachl ssigbar;1;0.02;
si cela;1;0.02;
trocken ausmass;1;0.02;
ausmass 0;1;0.02;
0 5m2;1;0.02;
ausmass 10cm;1;0.02;
10cm ab;1;0.02;
cela est;1;0.02;
sent depuis;1;0.02;
manque capot;1;0.02;
st ausmass;1;0.02;
capot de;1;0.02;
ca 20m2;1;0.02;
30cm ab;1;0.02;
st gem;1;0.02;
constation a;1;0.02;
ss ge;1;0.02;
ge wurde;1;0.02;
wurde abgedichtet;1;0.02;
abgedichtet zum;1;0.02;
zeitpunkt inspektion;1;0.02;
trocken trotz;1;0.02;
trotz tunnelreinigung;1;0.02;
2 5mm;1;0.02;
2mm schwindrisse;1;0.02;
boden rissbreiten;1;0.02;
gesamter breite;1;0.02;
breite ab;1;0.02;
1 8;1;0.02;
8 2;1;0.02;
2 0mm;1;0.02;
mehrere diagonalrisse;1;0.02;
diagonalrisse ab;1;0.02;
bis portalende;1;0.02;
portalende durchgehend;1;0.02;
durchgehend rissbreite;1;0.02;
rostfahnen lokal;1;0.02;
lokal periodisch;1;0.02;
periodisch bewehrungs;1;0.02;
montant d;1;0.02;
2019 sous;1;0.02;
parement b;1;0.02;
l appellation;1;0.02;
appellation ragr;1;0.02;
ages elle;1;0.02;
la campagme;1;0.02;
campagme de;1;0.02;
deckbelag verformt;1;0.02;
s constat;1;0.02;
werkreihe 3;1;0.02;
3 ist;1;0.02;
ist sehr;1;0.02;
sehr stark;1;0.02;
digt fast;1;0.02;
fast s;1;0.02;
s mtliche;1;0.02;
mtliche balken;1;0.02;
balken fehlen;1;0.02;
fehlen oder;1;0.02;
mehr fundiert;1;0.02;
cke an;1;0.02;
an mehrere;1;0.02;
mehrere stelle;1;0.02;
steinquader ber;1;0.02;
der geneigten;1;0.02;
geneigten mauer;1;0.02;
2014 constatation;1;0.02;
durch fortschreitende;1;0.02;
fortschreitende zersetzung;1;0.02;
non identifi;1;0.02;
des inspections;1;0.02;
geschiebeablagerungen;1;0.02;
aucune tache;1;0.02;
inspections de;1;0.02;
parations ponctuelles;1;0.02;
ponctuelles effectu;1;0.02;
cadre n;1;0.02;
des nouveaux;1;0.02;
nouveaux tuyaux;1;0.02;
tuyaux du;1;0.02;
du chauffage;1;0.02;
chauffage cad;1;0.02;
en en;1;0.02;
du sel;1;0.02;
d neigement;1;0.02;
bewuchs grass;1;0.02;
grass kleine;1;0.02;
b sche;1;0.02;
wenige im;1;0.02;
der wasserleitung;1;0.02;
sichtbare fast;1;0.02;
ausschliesslich trockene;1;0.02;
trockene wasserspuren;1;0.02;
wasserspuren zum;1;0.02;
teil aussinterungen;1;0.02;
vielerorts in;1;0.02;
tions calcaires;1;0.02;
oberster steinreihe;1;0.02;
steinreihe lose;1;0.02;
lose quader;1;0.02;
quader oder;1;0.02;
oder vereinzelt;1;0.02;
vereinzelt herausgefallene;1;0.02;
herausgefallene steine;1;0.02;
les tuyaux;1;0.02;
tuyaux n;1;0.02;
t remblay;1;0.02;
remblay au;1;0.02;
au pied;1;0.02;
longueur variable;1;0.02;
variable ouverture;1;0.02;
humidit ou;1;0.02;
des marques;1;0.02;
marques du;1;0.02;
verstopfte mauerentw;1;0.02;
wassersinterungen durch;1;0.02;
durch lose;1;0.02;
oder risse;1;0.02;
plusieurs clats;1;0.02;
clats surfaciques;1;0.02;
une reprise;1;0.02;
10 aller;1;0.02;
tonnage ouverture;1;0.02;
stellen sind;1;0.02;
nassstellen vorhanden;1;0.02;
den k;1;0.02;
k pfen;1;0.02;
pfen der;1;0.02;
der leitschrankenpfosten;1;0.02;
verschiebungen infolge;1;0.02;
infolge ungleichm;1;0.02;
ungleichm ssigen;1;0.02;
ssigen beanspruchung;1;0.02;
beanspruchung oder;1;0.02;
oder setzungsverhalten;1;0.02;
bewehrungskorrosion resp;1;0.02;
resp freiliegende;1;0.02;
non indentifi;1;0.02;
indentifi es;1;0.02;
der mauerfugen;1;0.02;
mauerfugen an;1;0.02;
leichte kratzer;1;0.02;
kratzer entlang;1;0.02;
des leitprofils;1;0.02;
kolkbildung abtrag;1;0.02;
abtrag durch;1;0.02;
durch bachwasser;1;0.02;
bachwasser unter;1;0.02;
dem fundamentsockel;1;0.02;
des betonsockels;1;0.02;
betonsockels rissbreiten;1;0.02;
risse fl;1;0.02;
chig ber;1;0.02;
ganze oberfl;1;0.02;
verteilt rissbreiten;1;0.02;
einzelne lose;1;0.02;
lose freiliegende;1;0.02;
freiliegende steine;1;0.02;
ngsriss an;1;0.02;
mauerkrone letzter;1;0.02;
letzter block;1;0.02;
block seite;1;0.02;
ausbruch auf;1;0.02;
unterhaltsstrasse wurde;1;0.02;
wurde beseitigt;1;0.02;
verlorene schalung;1;0.02;
aussinterungen risse;1;0.02;
risse wahrscheinlich;1;0.02;
vegetation zwischen;1;0.02;
den mauersteinen;1;0.02;
in rohre;1;0.02;
wassersinterung neben;1;0.02;
s autour;1;0.02;
autour d;1;0.02;
servation pour;1;0.02;
leerrohr aus;1;0.02;
au canal;1;0.02;
canal est;1;0.02;
est fortement;1;0.02;
fortement touch;1;0.02;
armature transversale;1;0.02;
transversale est;1;0.02;
ponctuellement c;1;0.02;
brig touch;1;0.02;
forte condensation;1;0.02;
der muffe;1;0.02;
muffe vor;1;0.02;
der platte;1;0.02;
platte gel;1;0.02;
st vermutlich;1;0.02;
vermutlich f;1;0.02;
sont des;1;0.02;
des signes;1;0.02;
signes d;1;0.02;
un futur;1;0.02;
futur clatement;1;0.02;
hrt das;1;0.02;
rohr wasser;1;0.02;
sentant de;1;0.02;
l humidit;1;0.02;
localement ouverture;1;0.02;
aus undichten;1;0.02;
1mm c;1;0.02;
gsb pr;1;0.02;
longitudinale mi;1;0.02;
mi largeur;1;0.02;
bordure sur;1;0.02;
undichten stellen;1;0.02;
rieur avec;1;0.02;
fissures ponctuelles;1;0.02;
dem widerlager;1;0.02;
es ponctuellement;1;0.02;
ponctuellement le;1;0.02;
e elles;1;0.02;
elles concordent;1;0.02;
concordent g;1;0.02;
schlechter anschluss;1;0.02;
ralement avec;1;0.02;
humides ou;1;0.02;
ou avec;1;0.02;
des efflorescences;1;0.02;
efflorescences sont;1;0.02;
visibles autour;1;0.02;
fissures ou;1;0.02;
ou de;1;0.02;
de percements;1;0.02;
percements en;1;0.02;
caniques d;1;0.02;
g tations;1;0.02;
tations pr;1;0.02;
mousse en;1;0.02;
